,id,name,market_cap,market_cap_change_24h,content,top_3_coins,volume_24h,updated_at
48,yearn-yfi-partnerships-mergers,Yearn Ecosystem,371972676.7647957,-0.36674951527114,"The Yearn Ecosystem is a suite of Decentralized Finance (DeFi) products under the yearn umbrella. These projects range from lending and borrowing protocols such as CREAM, to automated market makers (AMM) like Sushi. 

Any changes that are to be implemented in the Yearn Ecosystem are decided by the DAO, consisting of holders of the Yearn Finance (YFI) token. 
","['https://assets.coingecko.com/coins/images/11849/small/yearn.jpg?1687142705', 'https://assets.coingecko.com/coins/images/12271/small/512x512_Logo_no_chop.png?1606986688', 'https://assets.coingecko.com/coins/images/12966/small/kp3r_logo.jpg?1607057458']",63297553.981818706,2023-08-25T20:45:15.367Z
49,mev-protection,MEV Protection,370488433.656687,-0.3737986457845488,,"['https://assets.coingecko.com/coins/images/662/small/logo_square_simple_300px.png?1609402668', 'https://assets.coingecko.com/coins/images/6769/small/Screenshot_33.png?1581942253', 'https://assets.coingecko.com/coins/images/15985/small/ATA.jpg?1622535745']",2955523.4498159285,2023-08-25T20:45:20.105Z
50,decentralized-options,Options,362789195.3716024,-3.490394337899743,,"['https://assets.coingecko.com/coins/images/15823/small/RBN_64x64.png?1633529723', 'https://assets.coingecko.com/coins/images/7805/small/X_3D_Black_%2810%29.png?1690137100', 'https://assets.coingecko.com/coins/images/21490/small/Add-a-heading-26.png?1639364177']",2265572.4131592386,2023-08-25T20:45:16.381Z
51,prediction-markets,Prediction Markets,347654511.46777153,-0.5656494244300816,,"['https://assets.coingecko.com/coins/images/662/small/logo_square_simple_300px.png?1609402668', 'https://assets.coingecko.com/coins/images/13779/small/sx.png?1636034699', 'https://assets.coingecko.com/coins/images/3833/small/kleros.png?1547975322']",4095558.3470654245,2023-08-25T20:45:17.268Z
52,rebase-tokens,Rebase Tokens,339135744.33439934,-1.9377425843408815,"Rebase tokens are cryptocurrencies that are usually pegged to a certain value, and they control their prices by algorithmically adjusting their token’s circulating supply.  ","['https://assets.coingecko.com/coins/images/14483/small/token_OHM_%281%29.png?1628311611', 'https://assets.coingecko.com/coins/images/20040/small/LPK15ZOW_400x400.jpg?1636425070', 'https://assets.coingecko.com/coins/images/19947/small/sb.png?1636337110']",416366.71479892405,2023-08-25T20:45:13.240Z
53,nft-marketplace,NFT Marketplace,328219916.3304728,-4.555035850493669,,"['https://assets.coingecko.com/coins/images/28453/small/blur.png?1670745921', 'https://assets.coingecko.com/coins/images/29468/small/sid_token_logo_%28green2%29.png?1679454702', 'https://assets.coingecko.com/coins/images/14040/small/SuperVerse_Logo_200x200.png?1669963064']",31143708.7325029,2023-08-25T20:45:26.136Z
54,metagovernance,Metagovernance,295163405.37946755,-2.947122733679828,Metagovernance refers to projects or protocols that primarily hold DAO tokens and actively participates in the governance process of those DAOs.,"['https://assets.coingecko.com/coins/images/15585/small/convex.png?1621256328', 'https://assets.coingecko.com/coins/images/25942/small/logo.png?1654784187', 'https://assets.coingecko.com/coins/images/26745/small/redacted_v2.jpg?1660011507']",3641906.2839279976,2023-08-25T20:45:22.705Z
55,move-to-earn,Move To Earn,285193088.2257944,-1.1622913736032767,,"['https://assets.coingecko.com/coins/images/23597/small/gmt.png?1644658792', 'https://assets.coingecko.com/coins/images/25057/small/fhD9Xs16_400x400.jpg?1649947000', 'https://assets.coingecko.com/coins/images/21841/small/gst.png?1640332626']",35717450.51508318,2023-08-25T20:45:22.064Z
56,fan-token,Fan Token,238252351.60100257,-0.5353954264796252,"Fan tokens let sporting organizations and other celebrities engage with their communities, where holders can access exclusive benefits.","['https://assets.coingecko.com/coins/images/11693/small/Barca-10.png?1604736023', 'https://assets.coingecko.com/coins/images/15799/small/mJgwTHzCVVCJlqo1tF0NWP57igOYSXr5k1Vqvomd.png?1621929124', 'https://assets.coingecko.com/coins/images/11620/small/psg.png?1592023100']",59564577.355523705,2023-08-25T20:45:13.579Z
57,telegram-bots,Telegram Bots,204017026.15405023,-8.556476290232876,,"['https://assets.coingecko.com/coins/images/30462/small/logonoline_%281%29.png?1687510315', 'https://assets.coingecko.com/coins/images/30815/small/PaalX.jpg?1687510326', 'https://assets.coingecko.com/coins/images/29510/small/mevfree200.png?1679383352']",20308171.830411237,2023-08-25T20:45:01.660Z
58,guild-scholarship,Guild and Scholarship,200056525.6702809,-12.670137982390294,Guilds are decentralized autonomous organizations (DAOs) that invests in NFTs like game assets and rent them out to players. Players who receive rented game items are known as scholars and can be said to receive a scholarship. Guilds are an important component in the play to earn (p2e) ecosystem as these games require an upfront investment capital for players to participate in. Axie Infinity brought the popular model of play to earn and guilds which is not mainstay in the entire blockchain industry.,"['https://assets.coingecko.com/coins/images/19304/small/Db4XqML.png?1634972154', 'https://assets.coingecko.com/coins/images/17358/small/Shield_Mark_-_Colored_-_Iridescent.png?1686132424', 'https://assets.coingecko.com/coins/images/20933/small/guildfi-logo-200.png?1638003537']",48179723.51229839,2023-08-25T20:45:21.170Z
59,music,Music,199160802.71278977,-4.102657523013747,"Cryptocurrency projects that are related to music is aimed at disrupting the record publishing industry. The goal is to simplify the process of tracking, collecting, and distributing song royalties to musicians in a decentralized manner. Fans are also able to directly support their favorite artists directly without going through an intermediary.","['https://assets.coingecko.com/coins/images/12913/small/AudiusCoinLogo_2x.png?1603425727', 'https://assets.coingecko.com/coins/images/16548/small/opulous.PNG?1624418744', 'https://assets.coingecko.com/coins/images/983/small/Viberate.png?1547034873']",7865090.801784706,2023-08-25T20:45:04.666Z
60,brc-20,BRC-20,199031188.13344944,-1.8648370141194632,,"['https://assets.coingecko.com/coins/images/30162/small/ordi.png?1683527689', 'missing_small.png', 'https://assets.coingecko.com/coins/images/30305/small/moon.jpg?1683873431']",17902573.29656417,2023-08-25T20:45:26.791Z
61,lsdfi,LSDFi,182013086.3843343,-0.21890723501055573,,"['https://assets.coingecko.com/coins/images/29733/small/OETH.png?1681094770', 'https://assets.coingecko.com/coins/images/15069/small/Pendle_Logo_Normal-03.png?1634196276', 'https://assets.coingecko.com/coins/images/29958/small/Lybra_Finance.png?1682485104']",20249462.932148706,2023-08-25T20:45:02.574Z
62,eco-friendly,Environment,121075035.31011797,-1.7355123701664759,,"['https://assets.coingecko.com/coins/images/10886/small/R9gQTJV__400x400.png?1585604557', 'https://assets.coingecko.com/coins/images/19240/small/bct_exchange_enhanced.png?1641441498', 'https://assets.coingecko.com/coins/images/18763/small/brkl.png?1633356263']",1049977.238886749,2023-08-25T20:45:23.045Z
63,tourism,Tourism,85979704.55209275,-5.3775579605969925,,"['https://assets.coingecko.com/coins/images/4659/small/qX7fh69Q_400x400-1.jpg?1636680685', 'https://assets.coingecko.com/coins/images/3014/small/AVA_Logo_160x160px_Black.png?1692762663', 'https://assets.coingecko.com/coins/images/20911/small/trvl.jpeg?1649390006']",4423477.94960441,2023-08-25T20:45:06.644Z
64,synths,Synths,78598500.18413334,-1.0825386187284658,,"['https://assets.coingecko.com/coins/images/5013/small/sUSD.png?1616150765', 'https://assets.coingecko.com/coins/images/8843/small/sETH.png?1616150207', 'https://assets.coingecko.com/coins/images/8838/small/sBTC.png?1616149734']",1577723.1340126158,2023-08-25T20:45:11.064Z
65,ohm-fork,Ohm Fork,61777483.30573099,-0.27128366934195464,,"['https://assets.coingecko.com/coins/images/19947/small/sb.png?1636337110', 'https://assets.coingecko.com/coins/images/19169/small/Klima-Token.png?1680142793', 'https://assets.coingecko.com/coins/images/18126/small/time.PNG?1630621941']",18218.845016485222,2023-08-25T20:45:21.476Z
66,discord-bots,Discord Bots,54847060.02588838,-4.954856387267847,,"['https://assets.coingecko.com/coins/images/30815/small/PaalX.jpg?1687510326', 'https://assets.coingecko.com/coins/images/29510/small/mevfree200.png?1679383352', 'https://assets.coingecko.com/coins/images/31067/small/Nolo_200x200_logo.png?1690179373']",3589993.429973109,2023-08-25T20:45:03.203Z
67,defi-index,DeFi Index,49359828.06694567,-1.723780671556677,,"['https://assets.coingecko.com/coins/images/24483/small/icETH-token-logo.png?1647826356', 'https://assets.coingecko.com/coins/images/12465/small/defi_pulse_index_set.png?1600051053', 'https://assets.coingecko.com/coins/images/14392/small/ETH2x-FLI_%281%29.png?1615875910']",763445.7727885348,2023-08-25T20:45:14.263Z
68,kommunitas,Kommunitas Launchpad,23318899.05772671,-0.30464620288694966,,"['https://assets.coingecko.com/coins/images/24059/small/logo_gg.png?1648630827', 'https://assets.coingecko.com/coins/images/23929/small/HGpGTTBc_400x400.jpg?1689323712', 'https://assets.coingecko.com/coins/images/23275/small/fyn.png?1643526250']",3375256.5848758365,2023-08-25T20:45:23.350Z
69,animal-racing,Animal Racing,20260621.916670803,0.06394110706746743,,"['https://assets.coingecko.com/coins/images/17438/small/DERC_logo_coingecko.png?1665714278', 'https://assets.coingecko.com/coins/images/24498/small/icon_rbw.png?1648019306', 'https://assets.coingecko.com/coins/images/31055/small/hams_logo_s.png?1689925848']",1207867.1920436926,2023-08-25T20:45:00.463Z
70,jpy-stablecoin,JPY Stablecoin,15176111.096623266,0.42859350018521236,,"['https://assets.coingecko.com/coins/images/14191/small/icon_gyen_200_200.png?1614843343', 'https://assets.coingecko.com/coins/images/25971/small/2023jpyc.png?1675935375']",275736.40033933293,2023-08-25T20:45:23.609Z
71,idr-stablecoin,IDR Stablecoin,12236298.87463229,-0.08537399440124095,,"['https://assets.coingecko.com/coins/images/9441/small/57421944_1371636006308255_3647136573922738176_n.jpg?1567462531', 'https://assets.coingecko.com/coins/images/21126/small/XIDR_Logo_256_X_256.png?1638343133']",652021.2765499082,2023-08-25T20:45:23.920Z
72,farming-as-a-service-faas,Farming-as-a-Service (FaaS),3655631.352179253,-1.8128248089320818,,"['https://assets.coingecko.com/coins/images/23551/small/Logo-Digits-DAO-Icon-01.jpg?1644462126', 'https://assets.coingecko.com/coins/images/25582/small/7zyskNC.png?1652767188', 'https://assets.coingecko.com/coins/images/21172/small/mvc.PNG?1638439038']",6100.668090827649,2023-08-25T20:45:22.394Z
73,aptos-ecosystem,Aptos Ecosystem,,,,"['https://assets.coingecko.com/coins/images/26455/small/aptos_round.png?1666839629', 'https://assets.coingecko.com/coins/images/12632/small/pancakeswap-cake-logo_%281%29.png?1629359065', 'https://assets.coingecko.com/coins/images/4379/small/Celr.png?1554705437']",,2023-03-17T09:10:43.626Z
74,canto-ecosystem,Canto Ecosystem,,,,"['https://assets.coingecko.com/coins/images/325/small/Tether.png?1668148663', 'https://assets.coingecko.com/coins/images/6319/small/USD_Coin_icon.png?1547042389', 'https://assets.coingecko.com/coins/images/1481/small/cosmos_hub.png?1555657960']",,2023-03-17T09:10:43.271Z
75,yearn-vault-tokens,Yearn Vault Tokens,0.0,0.0,,"['https://assets.coingecko.com/coins/images/27623/small/st-yCRV-128-0x27B5739e22ad9033bcBf192059122d163b60349D.png?1674200862', 'https://assets.coingecko.com/coins/images/28779/small/yvUSDC-128-0xe2F6b9773BF3A015E2aA70741Bde1498bdB9425b.png?1674182395', 'https://assets.coingecko.com/coins/images/15152/small/yvBOOST.png?1619978216']",4819.30214021026,2023-08-25T20:45:25.438Z
76,cronos-ecosystem,Cronos Ecosystem,,,,"['https://assets.coingecko.com/coins/images/325/small/Tether.png?1668148663', 'https://assets.coingecko.com/coins/images/6319/small/USD_Coin_icon.png?1547042389', 'https://assets.coingecko.com/coins/images/7598/small/wrapped_bitcoin_wbtc.png?1548822744']",,2023-03-17T09:10:41.336Z
77,step-network-ecosystem,Step Network Ecosystem,,,,"['https://assets.coingecko.com/coins/images/25015/small/801485424e1f49bc8d0facff9287eb9b_photo.png?1649827972', 'https://assets.coingecko.com/coins/images/28435/small/PRIMAL_ICON_200px.jpg?1670567426', 'https://assets.coingecko.com/coins/images/27815/small/kcal.png?1666281474']",,2023-03-17T09:10:35.382Z
78,ethereum-ecosystem,Ethereum Ecosystem,,,,"['https://assets.coingecko.com/coins/images/279/small/ethereum.png?1595348880', 'https://assets.coingecko.com/coins/images/325/small/Tether.png?1668148663', 'https://assets.coingecko.com/coins/images/825/small/bnb-icon2_2x.png?1644979850']",,2023-03-17T09:10:40.237Z
79,multversx-ecosystem,MultiversX Ecosystem,,,,"['https://assets.coingecko.com/coins/images/12335/small/egld-token-logo.png?1673490885', 'https://assets.coingecko.com/coins/images/1824/small/300x300_logo.png?1570520533', 'https://assets.coingecko.com/coins/images/20657/small/MEX-icon.png?1637540149']",,2023-03-17T09:10:42.968Z
80,dfinity-ecosystem,Internet Computer Ecosystem,,,,"['https://assets.coingecko.com/coins/images/14495/small/Internet_Computer_logo.png?1620703073', 'https://assets.coingecko.com/coins/images/25788/small/4xBAWRCo_400x400.png?1653883870']",,2023-03-17T09:10:42.659Z
81,velas-ecosystem,Velas Ecosystem,,,,"['https://assets.coingecko.com/coins/images/325/small/Tether.png?1668148663', 'https://assets.coingecko.com/coins/images/6319/small/USD_Coin_icon.png?1547042389', 'https://assets.coingecko.com/coins/images/7598/small/wrapped_bitcoin_wbtc.png?1548822744']",,2023-03-17T09:10:42.368Z
82,algorand-ecosystem,Algorand Ecosystem,,,,"['https://assets.coingecko.com/coins/images/4380/small/download.png?1547039725', 'https://assets.coingecko.com/coins/images/16548/small/opulous.PNG?1624418744', 'https://assets.coingecko.com/coins/images/5290/small/buying_200x200.png?1628587856']",,2023-03-17T09:10:40.985Z
83,arbitrum-nova-ecosystem,Arbitrum Nova Ecosystem,,,,"['https://assets.coingecko.com/coins/images/6319/small/USD_Coin_icon.png?1547042389', 'https://assets.coingecko.com/coins/images/9956/small/Badge_Dai.png?1687143508', 'https://assets.coingecko.com/coins/images/16547/small/photo_2023-03-29_21.47.00.jpeg?1680097630']",,2023-03-17T09:10:41.636Z
84,metis-ecosystem,Metis Ecosystem,,,,"['https://assets.coingecko.com/coins/images/325/small/Tether.png?1668148663', 'https://assets.coingecko.com/coins/images/6319/small/USD_Coin_icon.png?1547042389', 'https://assets.coingecko.com/coins/images/7598/small/wrapped_bitcoin_wbtc.png?1548822744']",,2023-03-17T09:10:42.040Z
85,xdc-ecosystem,XDC Ecosystem,,,,"['https://assets.coingecko.com/coins/images/2912/small/xdc-icon.png?1633700890', 'https://assets.coingecko.com/coins/images/5164/small/EURS_300x300.png?1550571779', 'https://assets.coingecko.com/coins/images/10849/small/IMG_4307.jpg?1585628922']",,2023-03-17T09:10:40.582Z
86,tezos-ecosystem,Tezos Ecosystem,,,,"['https://assets.coingecko.com/coins/images/325/small/Tether.png?1668148663', 'https://assets.coingecko.com/coins/images/976/small/Tezos-logo.png?1547034862', 'https://assets.coingecko.com/coins/images/19171/small/YOU_Youves.png?1634611340']",,2023-03-17T09:10:39.202Z
87,optimism-ecosystem,Optimism Ecosystem,,,,"['https://assets.coingecko.com/coins/images/325/small/Tether.png?1668148663', 'https://assets.coingecko.com/coins/images/6319/small/USD_Coin_icon.png?1547042389', 'https://assets.coingecko.com/coins/images/7598/small/wrapped_bitcoin_wbtc.png?1548822744']",,2023-03-17T09:10:43.964Z
88,oec-ecosystem,OEC Ecosystem,,,,"['https://assets.coingecko.com/coins/images/13708/small/WeChat_Image_20220118095654.png?1642471094', 'https://assets.coingecko.com/coins/images/12271/small/512x512_Logo_no_chop.png?1606986688', 'https://assets.coingecko.com/coins/images/22087/small/1_Wyot-SDGZuxbjdkaOeT2-A.png?1640764238']",,2023-03-17T09:10:38.852Z
89,arbitrum-ecosystem,Arbitrum Ecosystem,,,,"['https://assets.coingecko.com/coins/images/325/small/Tether.png?1668148663', 'https://assets.coingecko.com/coins/images/6319/small/USD_Coin_icon.png?1547042389', 'https://assets.coingecko.com/coins/images/7598/small/wrapped_bitcoin_wbtc.png?1548822744']",,2023-03-17T09:10:36.096Z
90,fantom-ecosystem,Fantom Ecosystem,,,"FANTOM is a new DAG-based smart contract platform that intends to solve the scalability issues of existing public distributed ledger technologies.
The platform intends to distinguish itself from the traditional block ledger-based storage infrastructure by attempting to employ an improved version of existing DAG-based protocols. Fantom adopts a new protocol known as the “Lachesis Protocol” to maintain consensus. This protocol is intended to be integrated into the Fantom Opera Chain. The aim is to allow applications built on Fantom to enjoy instant transactions and near zero transaction costs for all users.
","['https://assets.coingecko.com/coins/images/325/small/Tether.png?1668148663', 'https://assets.coingecko.com/coins/images/6319/small/USD_Coin_icon.png?1547042389', 'https://assets.coingecko.com/coins/images/7598/small/wrapped_bitcoin_wbtc.png?1548822744']",,2023-03-17T09:10:34.559Z
91,cardano-ecosystem,Cardano Ecosystem,,,,"['https://assets.coingecko.com/coins/images/975/small/cardano.png?1547034860', 'https://assets.coingecko.com/coins/images/877/small/chainlink-new-logo.png?1547034700', 'https://assets.coingecko.com/coins/images/13256/small/api3.jpg?1606751424']",,2023-03-17T09:10:38.134Z
92,near-protocol-ecosystem,Near Protocol Ecosystem,,,"NEAR is a sharded, developer-friendly, proof-of-stake public blockchain. It is designed to compete with Ethereum by providing a similar experience with decentralized applications and smart contracts, but with lower fees and higher throughput. The blockchain’s native token, NEAR, is used to pay for transactions and storing data on the blockchain. Smart contract developers receive a portion of the transaction fees generated by their contracts, while the remainder is burnt. This creates deflationary pressure on NEAR, making it more valuable as more transactions are performed.","['https://assets.coingecko.com/coins/images/325/small/Tether.png?1668148663', 'https://assets.coingecko.com/coins/images/6319/small/USD_Coin_icon.png?1547042389', 'https://assets.coingecko.com/coins/images/9956/small/Badge_Dai.png?1687143508']",,2023-03-17T09:10:35.016Z
93,harmony-ecosystem,Harmony Ecosystem,,,"Harmony is a blockchain platform that is designed to act as a bridge between scalability and interoperability. Its focus is on processing speed and validation of blocks. It can be used to create decentralized applications (DApps), and is currently focused on random state sharding. This will then allow the creation of blocks within seconds.","['https://assets.coingecko.com/coins/images/325/small/Tether.png?1668148663', 'https://assets.coingecko.com/coins/images/6319/small/USD_Coin_icon.png?1547042389', 'https://assets.coingecko.com/coins/images/4713/small/matic-token-icon.png?1624446912']",,2023-03-17T09:10:30.480Z
94,polygon-ecosystem,Polygon Ecosystem,,,"Polygon, formerly known as Matic, was originally meant to be a Layer-2 scaling solution for Ethereum to improve transaction throughput and speed. However, it has since become more popular as a stand-alone blockchain, with its own native projects and decentralized applications. Major DeFi protocols such as Aave and Curve have also found second homes on Polygon. Unlike Ethereum, Polygon operates on Proof-of-Stake (PoS) in which network participants can stake the network’s native MATIC tokens to validate transactions and participate in voting and other governance decisions. Polygon also hosts its own bridge that allows users to transfer assets from Ethereum to Polygon and vice versa.","['https://assets.coingecko.com/coins/images/325/small/Tether.png?1668148663', 'https://assets.coingecko.com/coins/images/825/small/bnb-icon2_2x.png?1644979850', 'https://assets.coingecko.com/coins/images/6319/small/USD_Coin_icon.png?1547042389']",,2023-08-08T16:01:22.743Z
95,moonriver-ecosystem,Moonriver Ecosystem,,,,"['https://assets.coingecko.com/coins/images/325/small/Tether.png?1668148663', 'https://assets.coingecko.com/coins/images/825/small/bnb-icon2_2x.png?1644979850', 'https://assets.coingecko.com/coins/images/6319/small/USD_Coin_icon.png?1547042389']",,2023-03-17T09:10:36.821Z
96,kardiachain-ecosystem,KardiaChain Ecosystem,,,,"['https://assets.coingecko.com/coins/images/7942/small/kai.png?1647079540', 'https://assets.coingecko.com/coins/images/15321/small/mydefi.PNG?1620512455', 'https://assets.coingecko.com/coins/images/9670/small/vndc-gold-coin.png?1571032826']",,2023-03-17T09:10:37.796Z
97,iotex-ecosystem,IoTeX Ecosystem,,,,"['https://assets.coingecko.com/coins/images/3334/small/iotex-logo.png?1547037941', 'https://assets.coingecko.com/coins/images/19586/small/244800308_116216454152265_6257676145772128053_n.png?1635472714', 'https://assets.coingecko.com/coins/images/19135/small/gft.png?1635004303']",,2023-03-17T09:10:37.464Z
98,zilliqa-ecosystem,Zilliqa Ecosystem,,,,"['https://assets.coingecko.com/coins/images/2687/small/Zilliqa-logo.png?1547036894', 'https://assets.coingecko.com/coins/images/15857/small/logoWhiteX.jpg?1666230966', 'https://assets.coingecko.com/coins/images/12832/small/StraitsX_Singapore_Dollar_%28XSGD%29_Token_Logo.png?1633936813']",,2023-03-17T09:10:33.887Z
99,celo-ecosystem,Celo Ecosystem,,,,"['https://assets.coingecko.com/coins/images/11090/small/InjXBNx9_400x400.jpg?1674707499', 'https://assets.coingecko.com/coins/images/4324/small/U85xTl2.png?1608111978', 'https://assets.coingecko.com/coins/images/17117/small/logo.png?1626412904']",,2023-03-17T09:10:35.706Z
100,avalanche-ecosystem,Avalanche Ecosystem,,,"Avalanche is a smart contract platform that allows users to create their own multi-purpose blockchains or decentralized applications (dApps). Their mainnet was launched in September 2020 and has since become a major hub of activity for DeFi and NFTs. In 2021, they announced their Avalanche Rush incentives program to introduce more applications and to promote further growth of their ecosystem. The Avalanche chain is centered around 3 main blockchains - the P-Chain, X-Chain and C-Chain. The C-Chain is Avalanche’s EVM implementation, which hosts various applications and smart contracts. Users can access Avalanche through centralized exchanges, the official Avalanche bridge or via Celer’s cBridge.","['https://assets.coingecko.com/coins/images/325/small/Tether.png?1668148663', 'https://assets.coingecko.com/coins/images/825/small/bnb-icon2_2x.png?1644979850', 'https://assets.coingecko.com/coins/images/6319/small/USD_Coin_icon.png?1547042389']",,2023-03-17T09:10:31.610Z
101,daomaker-ecosystem,DaoMaker Ecosystem,,,,"['https://assets.coingecko.com/coins/images/13915/small/4.png?1612838831', 'https://assets.coingecko.com/coins/images/14375/small/alice_logo.jpg?1615782968', 'https://assets.coingecko.com/coins/images/15857/small/logoWhiteX.jpg?1666230966']",,2023-03-17T09:10:36.456Z
102,terra-ecosystem,Terra Ecosystem,,,"Terra is a blockchain network that builds on the Tendermint consensus (Proof-of-Stake) and the Cosmos SDK toolkit. Terra’s network token is LUNA which powers the entire ecosystem. Unlike most blockchains, Terra’s ecosystem includes a native algorithmic stablecoin, TerraUSD (UST). A decentralized network with its own decentralized currency is a very attractive thesis for both users and developers. More dApps are being built on Terra, especially DeFi protocols which are now commonly known as TeFi.","['https://assets.coingecko.com/coins/images/8284/small/01_LunaClassic_color.png?1653547790', 'https://assets.coingecko.com/coins/images/12681/small/UST.png?1653548090', 'https://assets.coingecko.com/coins/images/3246/small/Nash_M.png?1680864855']",,2023-03-17T09:10:32.057Z
103,solana-ecosystem,Solana Ecosystem,,,"Solana is a general purpose blockchain similar to Ethereum. The underlying architecture is different, such that developers have to write applications using Rust instead of Solidity or Vyper. However, this may soon change with the introduction of the Neon EVM solution on Solana. End user applications as of now include decentralized finance (DeFi), non-fungible tokens (NFT), marketplaces, games, and more. One of its biggest features is its scalability in which Solana is able to process over 700,000 transactions per second. Its high throughput capability appeals to high frequency traders, which is spearheaded by FTX and Alameda Research. The first use case for DeFi applications on Solana is Serum, built by the team behind FTX.","['https://assets.coingecko.com/coins/images/325/small/Tether.png?1668148663', 'https://assets.coingecko.com/coins/images/6319/small/USD_Coin_icon.png?1547042389', 'https://assets.coingecko.com/coins/images/4128/small/solana.png?1640133422']",,2023-03-17T09:10:31.171Z
104,xdai-ecosystem,Gnosis Chain Ecosystem,,,"Formerly the xDai Chain, The Gnosis chain is a Layer 2 scaling solution for Ethereum but uses a different consensus algorithm - Proof of Stake (PoS) and Proof of Stake DAO (POSDAO). It is designed to be more efficient than Ethereum, with higher transaction throughput (70 transactions/second) and has a much lower transaction fee.","['https://assets.coingecko.com/coins/images/325/small/Tether.png?1668148663', 'https://assets.coingecko.com/coins/images/6319/small/USD_Coin_icon.png?1547042389', 'https://assets.coingecko.com/coins/images/7598/small/wrapped_bitcoin_wbtc.png?1548822744']",,2023-03-17T09:10:38.519Z
105,cosmos-ecosystem,Cosmos Ecosystem,,,"Cosmos focuses on blockchain interoperability, working towards the vision of building the “Internet of Blockchains.”","['https://assets.coingecko.com/coins/images/1481/small/cosmos_hub.png?1555657960', 'https://assets.coingecko.com/coins/images/7310/small/cro_token_logo.png?1669699773', 'https://assets.coingecko.com/coins/images/12882/small/Secondary_Symbol.png?1628233237']",,2023-03-17T09:10:30.821Z
106,heco-chain-ecosystem,HECO Chain Ecosystem,,,,"['https://assets.coingecko.com/coins/images/13775/small/mdex.png?1611739676', 'https://assets.coingecko.com/coins/images/12704/small/token.png?1601876182', 'https://assets.coingecko.com/coins/images/2346/small/SWFTCoin.jpg?1618392022']",,2023-03-17T09:10:34.169Z
107,dot-ecosystem,Polkadot Ecosystem,,,"Polkadot is a blockchain protocol designed to support multiple purpose-built blockchains under one unified network. Polkadot’s infrastructure begins with the relay chain, which acts as the central chain. Each chain that runs on Polkadot is called a parachain as they run parallel to the main relay chain, and is built on top of the relay chain. Besides parachains, projects can participate in the Polkadot ecosystem for a shorter fixed period of time through parathreads. Blockchains built on top of Polkadot’s own relay chain are also interoperable with blockchains that have vastly different technology stacks such as Ethereum and Bitcoin through bridges.","['https://assets.coingecko.com/coins/images/12171/small/polkadot.png?1639712644', 'https://assets.coingecko.com/coins/images/877/small/chainlink-new-logo.png?1547034700', 'https://assets.coingecko.com/coins/images/22617/small/astr.png?1642314057']",,2023-03-17T09:10:37.149Z
108,binance-smart-chain,BNB Chain Ecosystem,,,"BNB Chain is an alternative blockchain that is similar to Ethereum, capable of hosting smart contracts and decentralized applications. It was launched by Binance in September 2020 as the Binance Smart Chain, and relaunched in Feburary 2022 as BNB Chain. BNB uses the Proof-of-Staked-Authority model which has allowed for low transaction fees and higher throughput. 

Compared to Ethereum which would usually cost hundreds to make a few transactions, BNB only charges less than a few dollars. BNB supports the BEP-20 token format, which is essentially the same format as ERC-20 but on a different chain, and transaction fees are paid in Binance’s native exchange token, BNB.","['https://assets.coingecko.com/coins/images/325/small/Tether.png?1668148663', 'https://assets.coingecko.com/coins/images/825/small/bnb-icon2_2x.png?1644979850', 'https://assets.coingecko.com/coins/images/6319/small/USD_Coin_icon.png?1547042389']",,2023-08-21T14:11:09.544Z
109,aave-tokens,Aave Tokens,0.0,0.0,,"['https://assets.coingecko.com/coins/images/11619/small/aETH_2x.png?1591976597', 'https://assets.coingecko.com/coins/images/11674/small/aUSDC.png?1592546449', 'https://assets.coingecko.com/coins/images/10843/small/aDAI.png?1584698791']",36895905308.075745,2023-08-25T20:45:10.405Z
110,shibarium,Shibarium Ecosystem,,,,"['https://assets.coingecko.com/coins/images/11939/small/shiba.png?1622619446', 'https://assets.coingecko.com/coins/images/16916/small/bone_icon.png?1625625505', 'https://assets.coingecko.com/coins/images/15802/small/Leash.png?1621931543']",,2023-08-25T04:38:39.869Z
111,mantle-ecosystem,Mantle Ecosystem,,,,"['https://assets.coingecko.com/coins/images/325/small/Tether.png?1668148663', 'https://assets.coingecko.com/coins/images/6319/small/USD_Coin_icon.png?1547042389', 'https://assets.coingecko.com/coins/images/30980/small/token-logo.png?1689320029']",,
112,base-ecosystem,Base Ecosystem,,,,"['https://assets.coingecko.com/coins/images/9956/small/Badge_Dai.png?1687143508', 'https://assets.coingecko.com/coins/images/27008/small/cbeth.png?1661390066', 'https://assets.coingecko.com/coins/images/11683/small/Balancer.png?1592792958']",,2023-07-31T06:41:01.295Z
113,friend-tech,friend.tech,0.0,0.0,,"['https://assets.coingecko.com/coins/images/31332/small/sis.png?1692589705', 'https://assets.coingecko.com/coins/images/31333/small/foobar.jpeg?1692590052', 'https://assets.coingecko.com/coins/images/31334/small/ice.jpeg?1692590375']",7396.584217197614,2023-08-25T20:45:02.248Z
114,linea-ecosystem,Linea Ecosystem,,,,"['https://assets.coingecko.com/coins/images/20805/small/SymbiosisFinance_logo-150x150.jpeg?1637707064', 'https://assets.coingecko.com/coins/images/29744/small/ERN200x200.png?1681106290', 'https://assets.coingecko.com/coins/images/15075/small/wrapped-avax.png?1629873618']",,
115,tenet-ecosystem,Tenet Ecosystem,,,,"['https://assets.coingecko.com/coins/images/30108/small/tenet_original.png?1684922942', 'https://assets.coingecko.com/coins/images/30930/small/TenX_%281%29_%281%29.png?1689004115']",,
